id,candidate,votes,state,county/township
2332,trump,2768,MN,Watonwan
2342,clinton,893,MN,Wilkin
2342,trump,2129,MN,Wilkin
2282,clinton,11366,MN,Winona
2282,trump,12122,MN,Winona
2273,clinton,20336,MN,Wright
2273,trump,43274,MN,Wright
2331,clinton,1524,MN,Yellow Medicine
2331,trump,3382,MN,Yellow Medicine
2478,clinton,3495,MO,Adair
2478,trump,6019,MO,Adair
2486,clinton,2045,MO,Andrew
2486,trump,6665,MO,Andrew
2539,clinton,541,MO,Atchison
2539,trump,2059,MO,Atchison
2479,clinton,2567,MO,Audrain
2479,trump,6981,MO,Audrain
2468,clinton,2710,MO,Barry
2468,trump,11427,MO,Barry
2507,clinton,795,MO,Barton
2507,trump,4958,MO,Barton
2493,clinton,1617,MO,Bates
2493,trump,6000,MO,Bates
2482,clinton,2024,MO,Benton
2482,trump,7212,MO,Benton
2509,clinton,705,MO,Bollinger
2509,trump,4827,MO,Bollinger
2440,clinton,41072,MO,Boone
2440,trump,36146,MO,Boone
2448,clinton,12010,MO,Buchanan
2448,trump,21315,MO,Buchanan
2460,clinton,3036,MO,Butler
2460,trump,13647,MO,Butler
2526,clinton,837,MO,Caldwell
2526,trump,3231,MO,Caldwell
2455,clinton,4988,MO,Callaway
2455,trump,13052,MO,Callaway
2453,clinton,4706,MO,Camden
2453,trump,16721,MO,Camden
2447,clinton,8468,MO,Cape Girardeau
2447,trump,26939,MO,Cape Girardeau
2525,clinton,745,MO,Carroll
2525,trump,3480,MO,Carroll
2538,clinton,436,MO,Carter
2538,trump,2323,MO,Carter
2441,clinton,14816,MO,Cass
2441,trump,33006,MO,Cass
2505,clinton,1010,MO,Cedar
2505,trump,5019,MO,Cedar
2529,clinton,888,MO,Chariton
2529,trump,2948,MO,Chariton
2445,clinton,8505,MO,Christian
2445,trump,30941,MO,Christian
2534,clinton,724,MO,Clark
2534,trump,2458,MO,Clark
2438,clinton,45182,MO,Clay
2438,trump,57328,MO,Clay
2477,clinton,2572,MO,Clinton
2477,trump,7058,MO,Clinton
2446,clinton,10907,MO,Cole
2446,trump,24610,MO,Cole
2494,clinton,1932,MO,Cooper
2494,trump,5623,MO,Cooper
2480,clinton,1824,MO,Crawford
2480,trump,7724,MO,Crawford
2530,clinton,637,MO,Dade
2530,trump,3184,MO,Dade
2497,clinton,1271,MO,Dallas
2497,trump,5895,MO,Dallas
2532,clinton,730,MO,Daviess
2532,trump,2763,MO,Daviess
2520,clinton,824,MO,DeKalb
2520,trump,3540,MO,DeKalb
2502,clinton,978,MO,Dent
2502,trump,5599,MO,Dent
2503,clinton,984,MO,Douglas
2503,trump,5486,MO,Douglas
2475,clinton,2360,MO,Dunklin
2475,trump,8026,MO,Dunklin
2442,clinton,12339,MO,Franklin
2442,trump,35420,MO,Franklin
2496,clinton,1519,MO,Gasconade
2496,trump,5670,MO,Gasconade
2536,clinton,605,MO,Gentry
2536,trump,2304,MO,Gentry
2436,clinton,42400,MO,Greene
2436,trump,77387,MO,Greene
2524,clinton,780,MO,Grundy
2524,trump,3462,MO,Grundy
2533,clinton,574,MO,Harrison
2533,trump,2965,MO,Harrison
2481,clinton,2356,MO,Henry
2481,trump,7072,MO,Henry
2517,clinton,1016,MO,Hickory
2517,trump,3539,MO,Hickory
2541,clinton,346,MO,Holt
2541,trump,1926,MO,Holt
2516,clinton,1279,MO,Howard
2516,trump,3277,MO,Howard
2458,clinton,2880,MO,Howell
2458,trump,13888,MO,Howell
2527,clinton,933,MO,Iron
2527,trump,3173,MO,Iron
2434,clinton,163723,MO,Jackson
2434,trump,114777,MO,Jackson
2443,clinton,10565,MO,Jasper
2443,trump,35058,MO,Jasper
2439,clinton,31546,MO,Jefferson
2439,trump,68973,MO,Jefferson
2454,clinton,5924,MO,Johnson
2454,trump,13702,MO,Johnson
2545,clinton,379,MO,Knox
2545,trump,1413,MO,Knox
2465,clinton,2543,MO,LaClede
2465,trump,12834,MO,LaClede
2466,clinton,4047,MO,Lafayette
2466,trump,10977,MO,Lafayette
2463,clinton,2898,MO,Lawrence
2463,trump,13084,MO,Lawrence
2523,clinton,933,MO,Lewis
2523,trump,3343,MO,Lewis
2450,clinton,5561,MO,Lincoln
2450,trump,18111,MO,Lincoln
2510,clinton,1239,MO,Linn
2510,trump,4084,MO,Linn
2504,clinton,1265,MO,Livingston
2504,trump,4879,MO,Livingston
2495,clinton,1518,MO,Macon
2495,trump,5794,MO,Macon
2513,clinton,1005,MO,Madison
2513,trump,4102,MO,Madison
2522,clinton,794,MO,Maries
2522,trump,3559,MO,Maries
2471,clinton,2993,MO,Marion
2471,trump,9418,MO,Marion
2491,clinton,1329,MO,McDonald
2491,trump,6599,MO,McDonald
2546,clinton,216,MO,Mercer
2546,trump,1486,MO,Mercer
2472,clinton,1750,MO,Miller
2472,trump,9285,MO,Miller
2515,clinton,1458,MO,Mississippi
2515,trump,3600,MO,Mississippi
2501,clinton,1237,MO,Moniteau
2501,trump,5344,MO,Moniteau
2528,clinton,853,MO,Monroe
2528,trump,3159,MO,Monroe
2512,clinton,1118,MO,Montgomery
2512,trump,4124,MO,Montgomery
2487,clinton,1768,MO,Morgan
2487,trump,6757,MO,Morgan
2499,clinton,1933,MO,New Madrid
2499,trump,5270,MO,New Madrid
2449,clinton,4988,MO,Newton
2449,trump,20546,MO,Newton
2483,clinton,2529,MO,Nodaway
2483,trump,6379,MO,Nodaway
2518,clinton,865,MO,Oregon
2518,trump,3668,MO,Oregon
2500,clinton,998,MO,Osage
2500,trump,5845,MO,Osage
2521,clinton,724,MO,Ozark
2521,trump,3639,MO,Ozark
2506,clinton,1946,MO,Pemiscot
2506,trump,3964,MO,Pemiscot
2488,clinton,1520,MO,Perry
2488,trump,6907,MO,Perry
2457,clinton,4322,MO,Pettis
2457,trump,12792,MO,Pettis
2456,clinton,4761,MO,Phelps
2456,trump,12699,MO,Phelps
2498,clinton,1806,MO,Pike
2498,trump,5274,MO,Pike
2444,clinton,18915,MO,Platte
2444,trump,24975,MO,Platte
2469,clinton,2630,MO,Polk
2469,trump,10435,MO,Polk
2461,clinton,2918,MO,Pulaski
2461,trump,9870,MO,Pulaski
2542,clinton,352,MO,Putnam
2542,trump,1936,MO,Putnam
2514,clinton,1138,MO,Ralls
2514,trump,3969,MO,Ralls
2476,clinton,2283,MO,Randolph
2476,trump,7529,MO,Randolph
2474,clinton,3088,MO,Ray
2474,trump,7103,MO,Ray
2537,clinton,540,MO,Reynolds
2537,trump,2402,MO,Reynolds
2511,clinton,830,MO,Ripley
2511,trump,4520,MO,Ripley
2485,clinton,2787,MO,Saline
2485,trump,5977,MO,Saline
2544,clinton,354,MO,Schuyler
2544,trump,1505,MO,Schuyler
2543,clinton,365,MO,Scotland
2543,trump,1525,MO,Scotland
2459,clinton,3574,MO,Scott
2459,trump,13168,MO,Scott
2531,clinton,776,MO,Shannon
2531,trump,2966,MO,Shannon
2535,clinton,606,MO,Shelby
2535,trump,2524,MO,Shelby
2435,clinton,68225,MO,St. Charles
2435,trump,120899,MO,St. Charles
2519,clinton,936,MO,St. Clair
2519,trump,3501,MO,St. Clair
2451,clinton,6250,MO,St. Francois
2451,trump,17467,MO,St. Francois
2437,clinton,101487,MO,St. Louis City
2437,trump,20281,MO,St. Louis City
2433,clinton,280866,MO,St. Louis County
2433,trump,199081,MO,St. Louis County
2490,clinton,2540,MO,Ste. Genevieve
2490,trump,5495,MO,Ste. Genevieve
2470,clinton,1873,MO,Stoddard
2470,trump,11077,MO,Stoddard
2464,clinton,2886,MO,Stone
2464,trump,13149,MO,Stone
2540,clinton,526,MO,Sullivan
2540,trump,1884,MO,Sullivan
2452,clinton,4367,MO,Taney
2452,trump,18240,MO,Taney
2473,clinton,1728,MO,Texas
2473,trump,8875,MO,Texas
2489,clinton,1706,MO,Vernon
2489,trump,6526,MO,Vernon
2467,clinton,3915,MO,Warren
2467,trump,11109,MO,Warren
2484,clinton,1926,MO,Washington
2484,trump,7047,MO,Washington
2508,clinton,946,MO,Wayne
2508,trump,4640,MO,Wayne
2462,clinton,3173,MO,Webster
2462,trump,12829,MO,Webster
2547,clinton,195,MO,Worth
2547,trump,808,MO,Worth
2492,clinton,1166,MO,Wright
2492,trump,6703,MO,Wright
2376,clinton,6921,MS,Adams
2376,trump,5125,MS,Adams
2372,clinton,2684,MS,Alcorn
2372,trump,11817,MS,Alcorn
2407,clinton,2688,MS,Amite
2407,trump,4282,MS,Amite
2405,clinton,2847,MS,Attala
2405,trump,4288,MS,Attala
2425,clinton,1713,MS,Benton
2425,trump,2240,MS,Benton
2375,clinton,8410,MS,Bolivar
2375,trump,4251,MS,Bolivar
2409,clinton,1884,MS,Calhoun
2409,trump,4360,MS,Calhoun
2416,clinton,1648,MS,Carroll
2416,trump,3774,MS,Carroll
2402,clinton,3649,MS,Chickasaw
2402,trump,4127,MS,Chickasaw
2424,clinton,1198,MS,Choctaw
2424,trump,2763,MS,Choctaw
2430,clinton,2523,MS,Claiborne
2430,trump,414,MS,Claiborne
2403,clinton,2556,MS,Clarke
2403,trump,5088,MS,Clarke
2385,clinton,5695,MS,Clay
2385,trump,4136,MS,Clay
2395,clinton,6378,MS,Coahoma
2395,trump,2426,MS,Coahoma
2377,clinton,6203,MS,Copiah
2377,trump,5576,MS,Copiah
2396,clinton,3267,MS,Covington
2396,trump,5423,MS,Covington
2352,clinton,19892,MS,DeSoto
2352,trump,42155,MS,DeSoto
2360,clinton,11271,MS,Forrest
2360,trump,15149,MS,Forrest
2421,clinton,1471,MS,Franklin
2421,trump,2685,MS,Franklin
2389,clinton,1013,MS,George
2389,trump,8652,MS,George
2418,clinton,956,MS,Greene
2418,trump,4309,MS,Greene
2383,clinton,4386,MS,Grenada
2383,trump,5940,MS,Grenada
2366,clinton,3320,MS,Hancock
2366,trump,13720,MS,Hancock
2353,clinton,20679,MS,Harrison
2353,trump,39710,MS,Harrison
2351,clinton,64922,MS,Hinds
2351,trump,24919,MS,Hinds
2406,clinton,5820,MS,Holmes
2406,trump,1151,MS,Holmes
2427,clinton,2652,MS,Humphreys
2427,trump,924,MS,Humphreys
2432,clinton,395,MS,Issaquena
2432,trump,298,MS,Issaquena
2390,clinton,1100,MS,Itawamba
2390,trump,8385,MS,Itawamba
2355,clinton,13087,MS,Jackson
2355,trump,31204,MS,Jackson
2399,clinton,4367,MS,Jasper
2399,trump,4032,MS,Jasper
2411,clinton,3720,MS,Jeff Davis
2411,trump,2466,MS,Jeff Davis
2426,clinton,3337,MS,Jefferson
2426,trump,489,MS,Jefferson
2359,clinton,7748,MS,Jones
2359,trump,20076,MS,Jones
2420,clinton,2827,MS,Kemper
2420,trump,1778,MS,Kemper
2363,clinton,7968,MS,Lafayette
2363,trump,10872,MS,Lafayette
2362,clinton,5044,MS,Lamar
2362,trump,18493,MS,Lamar
2358,clinton,10910,MS,Lauderdale
2358,trump,17574,MS,Lauderdale
2410,clinton,2181,MS,Lawrence
2410,trump,4072,MS,Lawrence
2400,clinton,3579,MS,Leake
2400,trump,4775,MS,Leake
2357,clinton,9635,MS,Lee
2357,trump,21695,MS,Lee
2391,clinton,6677,MS,Leflore
2391,trump,2757,MS,Leflore
2370,clinton,4458,MS,Lincoln
2370,trump,10550,MS,Lincoln
2361,clinton,11545,MS,Lowndes
2361,trump,13124,MS,Lowndes
2356,clinton,18358,MS,Madison
2356,trump,25607,MS,Madison
2379,clinton,3572,MS,Marion
2379,trump,7697,MS,Marion
2373,clinton,7944,MS,Marshall
2373,trump,6525,MS,Marshall
2368,clinton,5485,MS,Monroe
2368,trump,10107,MS,Monroe
2423,clinton,1775,MS,Montgomery
2423,trump,2334,MS,Montgomery
2384,clinton,2668,MS,Neshoba
2384,trump,7613,MS,Neshoba
2398,clinton,2549,MS,Newton
2398,trump,5929,MS,Newton
2415,clinton,4330,MS,Noxubee
2415,trump,1181,MS,Noxubee
2367,clinton,7851,MS,Oktibbeha
2367,trump,7671,MS,Oktibbeha
2371,clinton,7300,MS,Panola
2371,trump,7371,MS,Panola
2364,clinton,2919,MS,Pearl River
2364,trump,15530,MS,Pearl River
2417,clinton,1220,MS,Perry
2417,trump,4135,MS,Perry
2369,clinton,7636,MS,Pike
2369,trump,7748,MS,Pike
2378,clinton,2123,MS,Pontotoc
2378,trump,9442,MS,Pontotoc
2387,clinton,2067,MS,Prentiss
2387,trump,7647,MS,Prentiss
2429,clinton,2303,MS,Quitman
2429,trump,998,MS,Quitman
2354,clinton,13741,MS,Rankin
2354,trump,46168,MS,Rankin
2388,clinton,3999,MS,Scott
2388,trump,5742,MS,Scott
2431,clinton,1290,MS,Sharkey
2431,trump,619,MS,Sharkey
2380,clinton,3871,MS,Simpson
2380,trump,7393,MS,Simpson
2404,clinton,1598,MS,Smith
2404,trump,5877,MS,Smith
2408,clinton,1400,MS,Stone
2408,trump,4810,MS,Stone
2393,clinton,6560,MS,Sunflower
2393,trump,2768,MS,Sunflower
2414,clinton,3337,MS,Tallahatchie
2414,trump,2462,MS,Tallahatchie
2381,clinton,3804,MS,Tate
2381,trump,7385,MS,Tate
2394,clinton,1808,MS,Tippah
2394,trump,7182,MS,Tippah
2401,clinton,990,MS,Tishomingo
2401,trump,7117,MS,Tishomingo
2428,clinton,2577,MS,Tunica
2428,trump,840,MS,Tunica
2382,clinton,1969,MS,Union
2382,trump,9161,MS,Union
2413,clinton,2475,MS,Walthall
2413,trump,3374,MS,Walthall
2365,clinton,8518,MS,Warren
2365,trump,9420,MS,Warren
2374,clinton,9847,MS,Washington
2374,trump,4541,MS,Washington
2392,clinton,3493,MS,Wayne
2392,trump,5957,MS,Wayne
2419,clinton,1001,MS,Webster
2419,trump,3949,MS,Webster
2422,clinton,2826,MS,Wilkinson
2422,trump,1305,MS,Wilkinson
2397,clinton,3778,MS,Winston
2397,trump,4874,MS,Winston
2412,clinton,2574,MS,Yalobusha
2412,trump,3366,MS,Yalobusha
2386,clinton,5221,MS,Yazoo
2386,trump,4568,MS,Yazoo
2569,clinton,1115,MT,Beaverhead
2569,trump,3243,MT,Beaverhead
2571,clinton,2061,MT,Big Horn
2571,trump,1833,MT,Big Horn
2580,clinton,1187,MT,Blaine
2580,trump,1259,MT,Blaine
2577,clinton,566,MT,Broadwater
2577,trump,2329,MT,Broadwater
2561,clinton,1824,MT,Carbon
2561,trump,3729,MT,Carbon
2597,clinton,70,MT,Carter
2597,trump,677,MT,Carter
2552,clinton,12053,MT,Cascade
2552,trump,19343,MT,Cascade
2581,clinton,729,MT,Chouteau
2581,trump,1676,MT,Chouteau
2564,clinton,1172,MT,Custer
2564,trump,3638,MT,Custer
2594,clinton,167,MT,Daniels
2594,trump,729,MT,Daniels
2570,clinton,786,MT,Dawson
2570,trump,3298,MT,Dawson
2572,clinton,2018,MT,Deer Lodge
2572,trump,1736,MT,Deer Lodge
2589,clinton,154,MT,Fallon
2589,trump,1276,MT,Fallon
2563,clinton,1196,MT,Fergus
2563,trump,4235,MT,Fergus
2551,clinton,13233,MT,Flathead
2551,trump,30079,MT,Flathead
2550,clinton,23879,MT,Gallatin
2550,trump,23360,MT,Gallatin
2598,clinton,34,MT,Garfield
2598,trump,653,MT,Garfield
2565,clinton,3076,MT,Glacier
2565,trump,1598,MT,Glacier
2601,clinton,71,MT,Golden Valley
2601,trump,365,MT,Golden Valley
2588,clinton,469,MT,Granite
2588,trump,1185,MT,Granite
2560,clinton,2350,MT,Hill
2560,trump,3446,MT,Hill
2559,clinton,1975,MT,Jefferson
2559,trump,4099,MT,Jefferson
2590,clinton,232,MT,Judith Basin
2590,trump,867,MT,Judith Basin
2556,clinton,4703,MT,Lake
2556,trump,7453,MT,Lake
2553,clinton,14331,MT,Lewis and Clark
2553,trump,16665,MT,Lewis and Clark
2595,clinton,205,MT,Liberty
2595,trump,695,MT,Liberty
2557,clinton,2040,MT,Lincoln
2557,trump,6720,MT,Lincoln
2568,clinton,1175,MT,Madison
2568,trump,3280,MT,Madison
2591,clinton,154,MT,McCone
2591,trump,858,MT,McCone
2593,clinton,191,MT,Meagher
2593,trump,728,MT,Meagher
2586,clinton,515,MT,Mineral
2586,trump,1322,MT,Mineral
2549,clinton,30740,MT,Missoula
2549,trump,21699,MT,Missoula
2582,clinton,331,MT,Musselshell
2582,trump,1961,MT,Musselshell
2558,clinton,3521,MT,Park
2558,trump,4872,MT,Park
2603,clinton,30,MT,Petroleum
2603,trump,276,MT,Petroleum
2583,clinton,315,MT,Phillips
2583,trump,1715,MT,Phillips
2579,clinton,737,MT,Pondera
2579,trump,1786,MT,Pondera
2592,clinton,127,MT,Powder River
2592,trump,880,MT,Powder River
2578,clinton,549,MT,Powell
2578,trump,2017,MT,Powell
2599,clinton,100,MT,Prairie
2599,trump,555,MT,Prairie
2554,clinton,6166,MT,Ravalli
2554,trump,14673,MT,Ravalli
2567,clinton,669,MT,Richland
2567,trump,3885,MT,Richland
2574,clinton,1504,MT,Roosevelt
2574,trump,1722,MT,Roosevelt
2575,clinton,969,MT,Rosebud
2575,trump,2211,MT,Rosebud
2562,clinton,1211,MT,Sanders
2562,trump,4268,MT,Sanders
2587,clinton,476,MT,Sheridan
2587,trump,1237,MT,Sheridan
2555,clinton,8545,MT,Silver Bow
2555,trump,6252,MT,Silver Bow
2566,clinton,904,MT,Stillwater
2566,trump,3630,MT,Stillwater
2584,clinton,398,MT,Sweet Grass
2584,trump,1580,MT,Sweet Grass
2576,clinton,803,MT,Teton
2576,trump,2152,MT,Teton
2585,clinton,399,MT,Toole
2585,trump,1495,MT,Toole
2602,clinton,59,MT,Treasure
2602,trump,350,MT,Treasure
2573,clinton,886,MT,Valley
2573,trump,2697,MT,Valley
2596,clinton,179,MT,Wheatland
2596,trump,698,MT,Wheatland
2600,clinton,55,MT,Wibaux
2600,trump,460,MT,Wibaux
2548,clinton,21117,MT,Yellowstone
2548,trump,38675,MT,Yellowstone
3084,clinton,29268,NC,Alamance
3084,trump,38235,NC,Alamance
3128,clinton,3750,NC,Alexander
3128,trump,13826,NC,Alexander
3161,clinton,1300,NC,Alleghany
3161,trump,3789,NC,Alleghany
3145,clinton,5785,NC,Anson
3145,trump,4480,NC,Anson
3138,clinton,3476,NC,Ashe
3138,trump,9353,NC,Ashe
3151,clinton,1670,NC,Avery
3151,trump,6226,NC,Avery
3118,clinton,8699,NC,Beaufort
3118,trump,14478,NC,Beaufort
3150,clinton,5837,NC,Bertie
3150,trump,3476,NC,Bertie
3135,clinton,7021,NC,Bladen
3135,trump,8511,NC,Bladen
3085,clinton,23117,NC,Brunswick
3085,trump,42440,NC,Brunswick
3072,clinton,74937,NC,Buncombe
3072,trump,55339,NC,Buncombe
3100,clinton,10930,NC,Burke
3100,trump,25741,NC,Burke
3077,clinton,35048,NC,Cabarrus
3077,trump,53224,NC,Cabarrus
3103,clinton,8403,NC,Caldwell
3103,trump,26499,NC,Caldwell
3163,clinton,1266,NC,Camden
3163,trump,3527,NC,Camden
3102,clinton,9806,NC,Carteret
3102,trump,26228,NC,Carteret
3144,clinton,4549,NC,Caswell
3144,trump,5758,NC,Caswell
3083,clinton,21050,NC,Catawba
3083,trump,48062,NC,Catawba
3099,clinton,20953,NC,Chatham
3099,trump,17012,NC,Chatham
3136,clinton,2809,NC,Cherokee
3136,trump,10711,NC,Cherokee
3154,clinton,2965,NC,Chowan
3154,trump,3983,NC,Chowan
3159,clinton,1352,NC,Clay
3159,trump,4395,NC,Clay
3095,clinton,14896,NC,Cleveland
3095,trump,28394,NC,Cleveland
3119,clinton,8991,NC,Columbus
3119,trump,14177,NC,Columbus
3093,clinton,17481,NC,Craven
3093,trump,27556,NC,Craven
3073,clinton,70523,NC,Cumberland
3073,trump,50593,NC,Cumberland
3139,clinton,2879,NC,Currituck
3139,trump,9070,NC,Currituck
3126,clinton,7079,NC,Dare
3126,trump,11283,NC,Dare
3082,clinton,17328,NC,Davidson
3082,trump,52870,NC,Davidson
3121,clinton,5228,NC,Davie
3121,trump,15502,NC,Davie
3122,clinton,8196,NC,Duplin
3122,trump,12151,NC,Duplin
3071,clinton,118783,NC,Durham
3071,trump,27879,NC,Durham
3117,clinton,16152,NC,Edgecombe
3117,trump,8219,NC,Edgecombe
3070,clinton,92488,NC,Forsyth
3070,trump,74793,NC,Forsyth
3107,clinton,12811,NC,Franklin
3107,trump,16320,NC,Franklin
3076,clinton,30982,NC,Gaston
3076,trump,61467,NC,Gaston
3160,clinton,2371,NC,Gates
3160,trump,2851,NC,Gates
3164,clinton,761,NC,Graham
3164,trump,3260,NC,Graham
3112,clinton,12827,NC,Granville
3112,trump,13500,NC,Granville
3152,clinton,3570,NC,Greene
3152,trump,4358,NC,Greene
3069,clinton,147949,NC,Guilford
3069,trump,97461,NC,Guilford
3115,clinton,15642,NC,Halifax
3115,trump,8954,NC,Halifax
3094,clinton,16452,NC,Harnett
3094,trump,27278,NC,Harnett
3106,clinton,10414,NC,Haywood
3106,trump,18844,NC,Haywood
3088,clinton,19664,NC,Henderson
3088,trump,35535,NC,Henderson
3147,clinton,6886,NC,Hertford
3147,trump,3081,NC,Hertford
3130,clinton,9608,NC,Hoke
3130,trump,7676,NC,Hoke
3165,clinton,956,NC,Hyde
3165,trump,1275,NC,Hyde
3079,clinton,24441,NC,Iredell
3079,trump,54164,NC,Iredell
3129,clinton,7564,NC,Jackson
3129,trump,9706,NC,Jackson
3078,clinton,28153,NC,Johnston
3078,trump,54082,NC,Johnston
3162,clinton,2041,NC,Jones
3162,trump,2941,NC,Jones
3116,clinton,10380,NC,Lee
3116,trump,13625,NC,Lee
3114,clinton,11752,NC,Lenoir
3114,trump,13354,NC,Lenoir
3098,clinton,9836,NC,Lincoln
3098,trump,28653,NC,Lincoln
3133,clinton,4841,NC,Macon
3133,trump,12035,NC,Macon
3142,clinton,3899,NC,Madison
3142,trump,6735,NC,Madison
3140,clinton,5814,NC,Martin
3140,trump,5874,NC,Martin
3124,clinton,4645,NC,McDowell
3124,trump,14517,NC,McDowell
3068,clinton,292258,NC,Mecklenburg
3068,trump,154303,NC,Mecklenburg
3153,clinton,1585,NC,Mitchell
3153,trump,6225,NC,Mitchell
3141,clinton,4108,NC,Montgomery
3141,trump,7070,NC,Montgomery
3091,clinton,16148,NC,Moore
3091,trump,30273,NC,Moore
3092,clinton,23024,NC,Nash
3092,trump,23142,NC,Nash
3074,clinton,50219,NC,New Hanover
3074,trump,54665,NC,New Hanover
3149,clinton,6113,NC,Northampton
3149,trump,3556,NC,Northampton
3089,clinton,17156,NC,Onslow
3089,trump,36342,NC,Onslow
3080,clinton,59105,NC,Orange
3080,trump,18373,NC,Orange
3155,clinton,2427,NC,Pamlico
3155,trump,4225,NC,Pamlico
3134,clinton,8455,NC,Pasquotank
3134,trump,8082,NC,Pasquotank
3111,clinton,9086,NC,Pender
3111,trump,17317,NC,Pender
3156,clinton,2291,NC,Perquimans
3156,trump,4143,NC,Perquimans
3125,clinton,7772,NC,Person
3125,trump,11116,NC,Person
3081,clinton,40967,NC,Pitt
3081,trump,35191,NC,Pitt
3143,clinton,3715,NC,Polk
3143,trump,6738,NC,Polk
3086,clinton,13074,NC,Randolph
3086,trump,49156,NC,Randolph
3127,clinton,8290,NC,Richmond
3127,trump,10199,NC,Richmond
3097,clinton,18377,NC,Robeson
3097,trump,20294,NC,Robeson
3096,clinton,14057,NC,Rockingham
3096,trump,26463,NC,Rockingham
3087,clinton,19208,NC,Rowan
3087,trump,42388,NC,Rowan
3108,clinton,7451,NC,Rutherford
3108,trump,21694,NC,Rutherford
3113,clinton,10486,NC,Sampson
3113,trump,14761,NC,Sampson
3137,clinton,7279,NC,Scotland
3137,trump,6212,NC,Scotland
3109,clinton,7008,NC,Stanly
3109,trump,21788,NC,Stanly
3120,clinton,4645,NC,Stokes
3120,trump,16976,NC,Stokes
3104,clinton,7438,NC,Surry
3104,trump,23495,NC,Surry
3158,clinton,2186,NC,Swain
3158,trump,3557,NC,Swain
3131,clinton,6520,NC,Transylvania
3131,trump,10441,NC,Transylvania
3166,clinton,705,NC,Tyrrell
3166,trump,968,NC,Tyrrell
3075,clinton,34051,NC,Union
3075,trump,66265,NC,Union
3123,clinton,12168,NC,Vance
3123,trump,7304,NC,Vance
3067,clinton,298353,NC,Wake
3067,trump,193607,NC,Wake
3146,clinton,6668,NC,Warren
3146,trump,3302,NC,Warren
3157,clinton,3490,NC,Washington
3157,trump,2560,NC,Washington
3110,clinton,13953,NC,Watauga
3110,trump,13521,NC,Watauga
3090,clinton,21520,NC,Wayne
3090,trump,27360,NC,Wayne
3105,clinton,6596,NC,Wilkes
3105,trump,23613,NC,Wilkes
3101,clinton,19527,NC,Wilson
3101,trump,17410,NC,Wilson
3132,clinton,3140,NC,Yadkin
3132,trump,13815,NC,Yadkin
3148,clinton,3181,NC,Yancey
3148,trump,6367,NC,Yancey
3208,clinton,216,ND,Adams
3208,trump,904,ND,Adams
3176,clinton,1597,ND,Barnes
3176,trump,3156,ND,Barnes
3197,clinton,842,ND,Benson
3197,trump,927,ND,Benson
3218,clinton,58,ND,Billings
3218,trump,492,ND,Billings
3185,clinton,734,ND,Bottineau
3185,trump,2482,ND,Bottineau
3198,clinton,227,ND,Bowman
3198,trump,1445,ND,Bowman
3212,clinton,118,ND,Burke
3212,trump,879,ND,Burke
3168,clinton,10865,ND,Burleigh
3168,trump,32499,ND,Burleigh
3167,clinton,31291,ND,Cass
3167,trump,39738,ND,Cass
3195,clinton,476,ND,Cavalier
3195,trump,1356,ND,Cavalier
3188,clinton,551,ND,Dickey
3188,trump,1656,ND,Dickey
3209,clinton,243,ND,Divide
3209,trump,860,ND,Divide
3191,clinton,356,ND,Dunn
3191,trump,1753,ND,Dunn
3207,clinton,354,ND,Eddy
3207,trump,790,ND,Eddy
3196,clinton,215,ND,Emmons
3196,trump,1672,ND,Emmons
3199,clinton,346,ND,Foster
3199,trump,1237,ND,Foster
3216,clinton,99,ND,Golden Valley
3216,trump,793,ND,Golden Valley
3169,clinton,10828,ND,Grand Forks
3169,trump,16325,ND,Grand Forks
3202,clinton,187,ND,Grant
3202,trump,1098,ND,Grant
3206,clinton,298,ND,Griggs
3206,trump,847,ND,Griggs
3204,clinton,168,ND,Hettinger
3204,trump,1032,ND,Hettinger
3203,clinton,179,ND,Kidder
3203,trump,1106,ND,Kidder
3192,clinton,500,ND,LaMoure
3192,trump,1475,ND,LaMoure
3213,clinton,112,ND,Logan
3213,trump,867,ND,Logan
3187,clinton,474,ND,McHenry
3187,trump,1991,ND,McHenry
3201,clinton,233,ND,McIntosh
3201,trump,1095,ND,McIntosh
3179,clinton,696,ND,McKenzie
3179,trump,3661,ND,McKenzie
3178,clinton,1070,ND,McLean
3178,trump,3827,ND,McLean
3180,clinton,616,ND,Mercer
3180,trump,3715,ND,Mercer
3171,clinton,3077,ND,Morton
3171,trump,11319,ND,Morton
3182,clinton,1211,ND,Mountrail
3182,trump,2551,ND,Mountrail
3200,clinton,536,ND,Nelson
3200,trump,1025,ND,Nelson
3214,clinton,119,ND,Oliver
3214,trump,827,ND,Oliver
3186,clinton,681,ND,Pembina
3186,trump,2204,ND,Pembina
3193,clinton,431,ND,Pierce
3193,trump,1433,ND,Pierce
3177,clinton,1505,ND,Ramsey
3177,trump,3216,ND,Ramsey
3190,clinton,836,ND,Ransom
3190,trump,1209,ND,Ransom
3205,clinton,200,ND,Renville
3205,trump,978,ND,Renville
3175,clinton,2064,ND,Richland
3175,trump,4759,ND,Richland
3184,clinton,2097,ND,Rolette
3184,trump,1210,ND,Rolette
3194,clinton,693,ND,Sargent
3194,trump,1088,ND,Sargent
3217,clinton,94,ND,Sheridan
3217,trump,644,ND,Sheridan
3210,clinton,758,ND,Sioux
3210,trump,256,ND,Sioux
3219,clinton,42,ND,Slope
3219,trump,361,ND,Slope
3173,clinton,1745,ND,Stark
