id,candidate,votes,state,county/township
1049,trump,3977,KS,Atchison
1085,clinton,281,KS,Barber
1085,trump,1822,KS,Barber
1039,clinton,1823,KS,Barton
1039,trump,7766,KS,Barton
1051,clinton,1306,KS,Bourbon
1051,trump,4314,KS,Bourbon
1060,clinton,850,KS,Brown
1060,trump,2861,KS,Brown
1025,clinton,6489,KS,Butler
1025,trump,18781,KS,Butler
1106,clinton,313,KS,Chase
1106,trump,964,KS,Chase
1092,clinton,236,KS,Chautauqua
1092,trump,1552,KS,Chautauqua
1042,clinton,1959,KS,Cherokee
1042,trump,6017,KS,Cherokee
1103,clinton,188,KS,Cheyenne
1103,trump,1172,KS,Cheyenne
1116,clinton,118,KS,Clark
1116,trump,813,KS,Clark
1063,clinton,665,KS,Clay
1063,trump,2831,KS,Clay
1061,clinton,744,KS,Cloud
1061,trump,2856,KS,Cloud
1059,clinton,719,KS,Coffey
1059,trump,2990,KS,Coffey
1118,clinton,102,KS,Comanche
1118,trump,705,KS,Comanche
1033,clinton,3436,KS,Cowley
1033,trump,8016,KS,Cowley
1031,clinton,5064,KS,Crawford
1031,trump,8394,KS,Crawford
1097,clinton,178,KS,Decatur
1097,trump,1220,KS,Decatur
1044,clinton,1582,KS,Dickinson
1044,trump,5905,KS,Dickinson
1067,clinton,584,KS,Doniphan
1067,trump,2601,KS,Doniphan
1022,clinton,30089,KS,Douglas
1022,trump,14308,KS,Douglas
1109,clinton,208,KS,Edwards
1109,trump,1033,KS,Edwards
1112,clinton,160,KS,Elk
1112,trump,1048,KS,Elk
1035,clinton,2669,KS,Ellis
1035,trump,8311,KS,Ellis
1076,clinton,515,KS,Ellsworth
1076,trump,1933,KS,Ellsworth
1040,clinton,3006,KS,Finney
1040,trump,6155,KS,Finney
1047,clinton,2032,KS,Ford
1047,trump,4994,KS,Ford
1037,clinton,2829,KS,Franklin
1037,trump,7025,KS,Franklin
1046,clinton,2569,KS,Geary
1046,trump,4116,KS,Geary
1107,clinton,149,KS,Gove
1107,trump,1127,KS,Gove
1111,clinton,185,KS,Graham
1111,trump,1013,KS,Graham
1084,clinton,427,KS,Grant
1084,trump,1755,KS,Grant
1089,clinton,257,KS,Gray
1089,trump,1651,KS,Gray
1123,clinton,83,KS,Greeley
1123,trump,523,KS,Greeley
1074,clinton,484,KS,Greenwood
1074,trump,2146,KS,Greenwood
1119,clinton,114,KS,Hamilton
1119,trump,690,KS,Hamilton
1081,clinton,388,KS,Harper
1081,trump,1950,KS,Harper
1030,clinton,5006,KS,Harvey
1030,trump,8503,KS,Harvey
1110,clinton,228,KS,Haskell
1110,trump,1011,KS,Haskell
1115,clinton,124,KS,Hodgeman
1115,trump,845,KS,Hodgeman
1052,clinton,1489,KS,Jackson
1052,trump,3888,KS,Jackson
1043,clinton,2483,KS,Jefferson
1043,trump,5112,KS,Jefferson
1095,clinton,180,KS,Jewell
1095,trump,1204,KS,Jewell
1019,clinton,126324,KS,Johnson
1019,trump,133907,KS,Johnson
1108,clinton,224,KS,Kearny
1108,trump,1048,KS,Kearny
1069,clinton,594,KS,Kingman
1069,trump,2507,KS,Kingman
1114,clinton,111,KS,Kiowa
1114,trump,855,KS,Kiowa
1045,clinton,2234,KS,Labette
1045,trump,5232,KS,Labette
1120,clinton,104,KS,Lane
1120,trump,684,KS,Lane
1024,clinton,10064,KS,Leavenworth
1024,trump,17387,KS,Leavenworth
1099,clinton,214,KS,Lincoln
1099,trump,1168,KS,Lincoln
1058,clinton,721,KS,Linn
1058,trump,3377,KS,Linn
1105,clinton,149,KS,Logan
1105,trump,1124,KS,Logan
1034,clinton,4456,KS,Lyon
1034,trump,6354,KS,Lyon
1053,clinton,1177,KS,Marion
1053,trump,3928,KS,Marion
1057,clinton,1060,KS,Marshall
1057,trump,3250,KS,Marshall
1032,clinton,3183,KS,McPherson
1032,trump,8407,KS,McPherson
1094,clinton,206,KS,Meade
1094,trump,1390,KS,Meade
1029,clinton,3949,KS,Miami
1029,trump,9839,KS,Miami
1073,clinton,469,KS,Mitchell
1073,trump,2216,KS,Mitchell
1036,clinton,2557,KS,Montgomery
1036,trump,8466,KS,Montgomery
1079,clinton,586,KS,Morris
1079,trump,1790,KS,Morris
1113,clinton,145,KS,Morton
1113,trump,970,KS,Morton
1055,clinton,714,KS,Nemaha
1055,trump,4066,KS,Nemaha
1050,clinton,1464,KS,Neosho
1050,trump,4340,KS,Neosho
1101,clinton,160,KS,Ness
1101,trump,1216,KS,Ness
1086,clinton,277,KS,Norton
1086,trump,1808,KS,Norton
1048,clinton,1730,KS,Osage
1048,trump,4713,KS,Osage
1093,clinton,231,KS,Osborne
1093,trump,1437,KS,Osborne
1072,clinton,424,KS,Ottawa
1072,trump,2261,KS,Ottawa
1078,clinton,567,KS,Pawnee
1078,trump,1872,KS,Pawnee
1077,clinton,296,KS,Phillips
1077,trump,2200,KS,Phillips
1038,clinton,2191,KS,Pottawatomie
1038,trump,7451,KS,Pottawatomie
1062,clinton,769,KS,Pratt
1062,trump,2824,KS,Pratt
1100,clinton,160,KS,Rawlins
1100,trump,1209,KS,Rawlins
1026,clinton,6670,KS,Reno
1026,trump,15100,KS,Reno
1082,clinton,370,KS,Republic
1082,trump,1993,KS,Republic
1064,clinton,668,KS,Rice
1064,trump,2652,KS,Rice
1028,clinton,8892,KS,Riley
1028,trump,9817,KS,Riley
1083,clinton,273,KS,Rooks
1083,trump,1999,KS,Rooks
1096,clinton,227,KS,Rush
1096,trump,1177,KS,Rush
1071,clinton,454,KS,Russell
1071,trump,2544,KS,Russell
1027,clinton,6084,KS,Saline
1027,trump,13367,KS,Saline
1087,clinton,232,KS,Scott
1087,trump,1832,KS,Scott
1020,clinton,66716,KS,Sedgwick
1020,trump,101319,KS,Sedgwick
1056,clinton,1491,KS,Seward
1056,trump,3025,KS,Seward
1021,clinton,33270,KS,Shawnee
1021,trump,35349,KS,Shawnee
1104,clinton,126,KS,Sheridan
1104,trump,1186,KS,Sheridan
1080,clinton,340,KS,Sherman
1080,trump,2043,KS,Sherman
1088,clinton,295,KS,Smith
1088,trump,1635,KS,Smith
1090,clinton,303,KS,Stafford
1090,trump,1485,KS,Stafford
1122,clinton,132,KS,Stanton
1122,trump,580,KS,Stanton
1091,clinton,215,KS,Stevens
1091,trump,1564,KS,Stevens
1041,clinton,2039,KS,Sumner
1041,trump,6844,KS,Sumner
1065,clinton,467,KS,Thomas
1065,trump,2832,KS,Thomas
1098,clinton,193,KS,Trego
1098,trump,1211,KS,Trego
1068,clinton,773,KS,Wabaunsee
1068,trump,2358,KS,Wabaunsee
1121,clinton,45,KS,Wallace
1121,trump,711,KS,Wallace
1075,clinton,378,KS,Washington
1075,trump,2136,KS,Washington
1117,clinton,139,KS,Wichita
1117,trump,765,KS,Wichita
1066,clinton,550,KS,Wilson
1066,trump,2747,KS,Wilson
1102,clinton,270,KS,Woodson
1102,trump,1063,KS,Woodson
1023,clinton,29346,KS,Wyandotte
1023,trump,15520,KS,Wyandotte
1180,clinton,1323,KY,Adair
1180,trump,6637,KY,Adair
1183,clinton,1349,KY,Allen
1183,trump,6466,KY,Allen
1162,clinton,2634,KY,Anderson
1162,trump,8242,KY,Anderson
1225,clinton,816,KY,Ballard
1225,trump,3161,KY,Ballard
1148,clinton,4275,KY,Barren
1148,trump,13483,KY,Barren
1220,clinton,1361,KY,Bath
1220,trump,3082,KY,Bath
1171,clinton,1720,KY,Bell
1171,trump,7764,KY,Bell
1127,clinton,15026,KY,Boone
1127,trump,39082,KY,Boone
1178,clinton,2791,KY,Bourbon
1178,trump,5569,KY,Bourbon
1145,clinton,6021,KY,Boyd
1145,trump,13591,KY,Boyd
1158,clinton,4281,KY,Boyle
1158,trump,8040,KY,Boyle
1231,clinton,705,KY,Bracken
1231,trump,2711,KY,Bracken
1204,clinton,1537,KY,Breathitt
1204,trump,3991,KY,Breathitt
1179,clinton,1960,KY,Breckinridge
1179,trump,6484,KY,Breckinridge
1133,clinton,8255,KY,Bullitt
1133,trump,26210,KY,Bullitt
1206,clinton,947,KY,Butler
1206,trump,4428,KY,Butler
1200,clinton,1260,KY,Caldwell
1200,trump,4507,KY,Caldwell
1154,clinton,4749,KY,Calloway
1154,trump,10367,KY,Calloway
1131,clinton,14658,KY,Campbell
1131,trump,25050,KY,Campbell
1239,clinton,432,KY,Carlisle
1239,trump,2094,KY,Carlisle
1229,clinton,1106,KY,Carroll
1229,trump,2588,KY,Carroll
1170,clinton,2276,KY,Carter
1170,trump,7587,KY,Carter
1194,clinton,767,KY,Casey
1194,trump,5482,KY,Casey
1142,clinton,7188,KY,Christian
1142,trump,14108,KY,Christian
1153,clinton,4706,KY,Clark
1153,trump,10710,KY,Clark
1191,clinton,752,KY,Clay
1191,trump,5861,KY,Clay
1223,clinton,547,KY,Clinton
1223,trump,3809,KY,Clinton
1226,clinton,617,KY,Crittenden
1226,trump,3290,KY,Crittenden
1233,clinton,459,KY,Cumberland
1233,trump,2502,KY,Cumberland
1129,clinton,14163,KY,Daviess
1129,trump,28907,KY,Daviess
1211,clinton,979,KY,Edmonson
1211,trump,4135,KY,Edmonson
1234,clinton,740,KY,Elliott
1234,trump,2000,KY,Elliott
1207,clinton,1108,KY,Estill
1207,trump,4236,KY,Estill
1125,clinton,69776,KY,Fayette
1125,trump,56890,KY,Fayette
1196,clinton,1348,KY,Fleming
1196,trump,4722,KY,Fleming
1151,clinton,4015,KY,Floyd
1151,trump,11993,KY,Floyd
1140,clinton,10717,KY,Franklin
1140,trump,11819,KY,Franklin
1240,clinton,774,KY,Fulton
1240,trump,1549,KY,Fulton
1232,clinton,749,KY,Gallatin
1232,trump,2443,KY,Gallatin
1186,clinton,1453,KY,Garrard
1186,trump,5904,KY,Garrard
1174,clinton,1910,KY,Grant
1174,trump,7268,KY,Grant
1150,clinton,3308,KY,Graves
1150,trump,12671,KY,Graves
1167,clinton,1959,KY,Grayson
1167,trump,8219,KY,Grayson
1209,clinton,832,KY,Green
1209,trump,4372,KY,Green
1152,clinton,4146,KY,Greenup
1152,trump,11546,KY,Greenup
1224,clinton,1244,KY,Hancock
1224,trump,2788,KY,Hancock
1130,clinton,13944,KY,Hardin
1130,trump,26970,KY,Hardin
1165,clinton,1372,KY,Harlan
1165,trump,9129,KY,Harlan
1185,clinton,2031,KY,Harrison
1185,trump,5435,KY,Harrison
1188,clinton,1730,KY,Hart
1188,trump,5320,KY,Hart
1147,clinton,6707,KY,Henderson
1147,trump,12159,KY,Henderson
1190,clinton,1828,KY,Henry
1190,trump,4944,KY,Henry
1241,clinton,449,KY,Hickman
1241,trump,1657,KY,Hickman
1146,clinton,4310,KY,Hopkins
1146,trump,15277,KY,Hopkins
1208,clinton,482,KY,Jackson
1208,trump,4889,KY,Jackson
1124,clinton,190824,KY,Jefferson
1124,trump,143758,KY,Jefferson
1141,clinton,6144,KY,Jessamine
1141,trump,15474,KY,Jessamine
1172,clinton,1250,KY,Johnson
1172,trump,8043,KY,Johnson
1126,clinton,24213,KY,Kenton
1126,trump,42958,KY,Kenton
1203,clinton,1245,KY,Knott
1203,trump,4357,KY,Knott
1160,clinton,1761,KY,Knox
1160,trump,9885,KY,Knox
1195,clinton,1278,KY,LaRue
1195,trump,4799,KY,LaRue
1137,clinton,3440,KY,Laurel
1137,trump,20592,KY,Laurel
1198,clinton,1045,KY,Lawrence
1198,trump,4816,KY,Lawrence
1237,clinton,444,KY,Lee
1237,trump,2151,KY,Lee
1222,clinton,400,KY,Leslie
1222,trump,4015,KY,Leslie
1176,clinton,1542,KY,Letcher
1176,trump,7293,KY,Letcher
1210,clinton,785,KY,Lewis
1210,trump,4363,KY,Lewis
1173,clinton,1865,KY,Lincoln
1173,trump,7338,KY,Lincoln
1218,clinton,887,KY,Livingston
1218,trump,3570,KY,Livingston
1164,clinton,2755,KY,Logan
1164,trump,7778,KY,Logan
1227,clinton,1045,KY,Lyon
1227,trump,2789,KY,Lyon
1132,clinton,11793,KY,Madison
1132,trump,23431,KY,Madison
1212,clinton,1172,KY,Magoffin
1212,trump,3824,KY,Magoffin
1182,clinton,2679,KY,Marion
1182,trump,5122,KY,Marion
1149,clinton,3672,KY,Marshall
1149,trump,12322,KY,Marshall
1228,clinton,363,KY,Martin
1228,trump,3503,KY,Martin
1189,clinton,1970,KY,Mason
1189,trump,4944,KY,Mason
1135,clinton,9134,KY,McCracken
1135,trump,20774,KY,McCracken
1202,clinton,664,KY,McCreary
1202,trump,5012,KY,McCreary
1221,clinton,988,KY,McLean
1221,trump,3381,KY,McLean
1159,clinton,3026,KY,Meade
1159,trump,8660,KY,Meade
1236,clinton,700,KY,Menifee
1236,trump,2010,KY,Menifee
1166,clinton,2395,KY,Mercer
1166,trump,7740,KY,Mercer
1219,clinton,976,KY,Metcalfe
1219,trump,3491,KY,Metcalfe
1214,clinton,601,KY,Monroe
1214,trump,4278,KY,Monroe
1161,clinton,3158,KY,Montgomery
1161,trump,7856,KY,Montgomery
1217,clinton,1006,KY,Morgan
1217,trump,3628,KY,Morgan
1157,clinton,3272,KY,Muhlenberg
1157,trump,9393,KY,Muhlenberg
1143,clinton,6434,KY,Nelson
1143,trump,13430,KY,Nelson
1235,clinton,787,KY,Nicholas
1235,trump,1957,KY,Nicholas
1169,clinton,2080,KY,Ohio
1169,trump,7942,KY,Ohio
1134,clinton,10268,KY,Oldham
1134,trump,20469,KY,Oldham
1213,clinton,1062,KY,Owen
1213,trump,3745,KY,Owen
1242,clinton,256,KY,Owsley
1242,trump,1474,KY,Owsley
1199,clinton,1164,KY,Pendleton
1199,trump,4604,KY,Pendleton
1168,clinton,2136,KY,Perry
1168,trump,8158,KY,Perry
1138,clinton,4277,KY,Pike
1138,trump,19740,KY,Pike
1215,clinton,1272,KY,Powell
1215,trump,3513,KY,Powell
1136,clinton,4208,KY,Pulaski
1136,trump,22900,KY,Pulaski
1243,clinton,222,KY,Robertson
1243,trump,759,KY,Robertson
1193,clinton,915,KY,Rockcastle
1193,trump,5609,KY,Rockcastle
1177,clinton,3295,KY,Rowan
1177,trump,5174,KY,Rowan
1181,clinton,1093,KY,Russell
1181,trump,6863,KY,Russell
1139,clinton,7713,KY,Scott
1139,trump,15052,KY,Scott
1144,clinton,6276,KY,Shelby
1144,trump,13196,KY,Shelby
1187,clinton,2144,KY,Simpson
1187,trump,5077,KY,Simpson
1175,clinton,1921,KY,Spencer
1175,trump,7196,KY,Spencer
1163,clinton,2553,KY,Taylor
1163,trump,8320,KY,Taylor
1216,clinton,1042,KY,Todd
1216,trump,3612,KY,Todd
1192,clinton,1587,KY,Trigg
1192,trump,4928,KY,Trigg
1230,clinton,879,KY,Trimble
1230,trump,2771,KY,Trimble
1197,clinton,1331,KY,Union
1197,trump,4701,KY,Union
1128,clinton,16966,KY,Warren
1128,trump,28673,KY,Warren
1205,clinton,1420,KY,Washington
1205,trump,4013,KY,Washington
1184,clinton,1431,KY,Wayne
1184,trump,6370,KY,Wayne
1201,clinton,1240,KY,Webster
1201,trump,4397,KY,Webster
1155,clinton,2067,KY,Whitley
1155,trump,11312,KY,Whitley
1238,clinton,753,KY,Wolfe
1238,trump,1804,KY,Wolfe
1156,clinton,4958,KY,Woodford
1156,trump,7697,KY,Woodford
1261,clinton,5638,LA,Acadia
1261,trump,21159,LA,Acadia
1289,clinton,2106,LA,Allen
1289,trump,6867,LA,Allen
1254,clinton,16471,LA,Ascension
1254,trump,36135,LA,Ascension
1283,clinton,3931,LA,Assumption
1283,trump,6714,LA,Assumption
1272,clinton,5032,LA,Avoyelles
1272,trump,11163,LA,Avoyelles
1275,clinton,2393,LA,Beauregard
1275,trump,12238,LA,Beauregard
1294,clinton,3129,LA,Bienville
1294,trump,3756,LA,Bienville
1256,clinton,12638,LA,Bossier
1256,trump,35451,LA,Bossier
1248,clinton,53448,LA,Caddo
1248,trump,48977,LA,Caddo
1250,clinton,26293,LA,Calcasieu
1250,trump,54182,LA,Calcasieu
1303,clinton,788,LA,Caldwell
1303,trump,3822,LA,Caldwell
1305,clinton,323,LA,Cameron
1305,trump,3256,LA,Cameron
1300,clinton,1322,LA,Catahoula
1300,trump,3479,LA,Catahoula
1296,clinton,2717,LA,Claiborne
1296,trump,3585,LA,Claiborne
1291,clinton,3272,LA,Concordia
1291,trump,5474,LA,Concordia
1278,clinton,5163,LA,DeSoto
1278,trump,8067,LA,DeSoto
1244,clinton,102711,LA,East Baton Rouge
1244,trump,84620,LA,East Baton Rouge
1306,clinton,1838,LA,East Carroll
1306,trump,1059,LA,East Carroll
1286,clinton,4235,LA,East Feliciana
1286,trump,5569,LA,East Feliciana
1276,clinton,4208,LA,Evangeline
1276,trump,10357,LA,Evangeline
1290,clinton,2506,LA,Franklin
1290,trump,6514,LA,Franklin
1292,clinton,1181,LA,Grant
1292,trump,7406,LA,Grant
1260,clinton,10698,LA,Iberia
1260,trump,20903,LA,Iberia
1273,clinton,8324,LA,Iberville
1273,trump,7320,LA,Iberville
1293,clinton,2139,LA,Jackson
1293,trump,5169,LA,Jackson
1277,clinton,3080,LA,Jeff Davis
1277,trump,10775,LA,Jeff Davis
1245,clinton,73540,LA,Jefferson
1245,trump,100292,LA,Jefferson
1249,clinton,32726,LA,Lafayette
1249,trump,68191,LA,Lafayette
1258,clinton,8423,LA,Lafourche
1258,trump,31958,LA,Lafourche
1295,clinton,605,LA,LaSalle
1295,trump,5835,LA,LaSalle
1267,clinton,7102,LA,Lincoln
1267,trump,10761,LA,Lincoln
1252,clinton,6950,LA,Livingston
1252,trump,48797,LA,Livingston
1302,clinton,2744,LA,Madison
1302,trump,1927,LA,Madison
1281,clinton,5155,LA,Morehouse
1281,trump,6502,LA,Morehouse
1271,clinton,7143,LA,Natchitoches
1271,trump,8965,LA,Natchitoches
1246,clinton,133833,LA,Orleans
1246,trump,24267,LA,Orleans
1251,clinton,24420,LA,Ouachita
1251,trump,41712,LA,Ouachita
1285,clinton,3347,LA,Plaquemines
1285,trump,6900,LA,Plaquemines
1282,clinton,4764,LA,Pointe Coupee
1282,trump,6789,LA,Pointe Coupee
1253,clinton,18318,LA,Rapides
1253,trump,36814,LA,Rapides
1304,clinton,1938,LA,Red River
1304,trump,2391,LA,Red River
1288,clinton,3157,LA,Richland
1288,trump,6286,LA,Richland
1287,clinton,1703,LA,Sabine
1287,trump,7877,LA,Sabine
1274,clinton,4957,LA,St. Bernard
1274,trump,10232,LA,St. Bernard
1262,clinton,8558,LA,St. Charles
1262,trump,16620,LA,St. Charles
1298,clinton,3353,LA,St. Helena
1298,trump,2497,LA,St. Helena
1280,clinton,6418,LA,St. James
1280,trump,5456,LA,St. James
1266,clinton,12658,LA,St. John the Baptist
1266,trump,7569,LA,St. John the Baptist
1259,clinton,17208,LA,St. Landry
1259,trump,21966,LA,St. Landry
1263,clinton,8266,LA,St. Martin
1263,trump,16872,LA,St. Martin
1265,clinton,8050,LA,St. Mary
1265,trump,14353,LA,St. Mary
1247,clinton,27716,LA,St. Tammany
1247,trump,90914,LA,St. Tammany
1255,clinton,16869,LA,Tangipahoa
1255,trump,33933,LA,Tangipahoa
1307,clinton,1329,LA,Tensas
1307,trump,1180,LA,Tensas
1257,clinton,10664,LA,Terrebonne
1257,trump,31900,LA,Terrebonne
1284,clinton,2691,LA,Union
1284,trump,7972,LA,Union
1264,clinton,4745,LA,Vermilion
1264,trump,19807,LA,Vermilion
1270,clinton,2665,LA,Vernon
1270,trump,13471,LA,Vernon
1268,clinton,5690,LA,Washington
1268,trump,12552,LA,Washington
1269,clinton,6259,LA,Webster
1269,trump,11538,LA,Webster
1279,clinton,5382,LA,West Baton Rouge
1279,trump,6926,LA,West Baton Rouge
1301,clinton,715,LA,West Carroll
1301,trump,3970,LA,West Carroll
1299,clinton,2247,LA,West Feliciana
1299,trump,3390,LA,West Feliciana
1297,clinton,1643,LA,Winn
1297,trump,4605,LA,Winn
1955,clinton,4075,MA,Abington
1955,trump,3989,MA,Abington
1914,clinton,9096,MA,Acton
1914,trump,2536,MA,Acton
2009,clinton,2358,MA,Acushnet
2009,trump,2808,MA,Acushnet
2046,clinton,2412,MA,Adams
2046,trump,1285,MA,Adams
1894,clinton,6208,MA,Agawam
1894,trump,7421,MA,Agawam
2172,clinton,226,MA,Alford
2172,trump,52,MA,Alford
1945,clinton,5122,MA,Amesbury
1945,trump,3197,MA,Amesbury
1895,clinton,12030,MA,Amherst
1895,trump,1233,MA,Amherst
1869,clinton,11019,MA,Andover
1869,trump,6478,MA,Andover
2174,clinton,231,MA,Aquinnah
2174,trump,34,MA,Aquinnah
1849,clinton,20159,MA,Arlington
1849,trump,4625,MA,Arlington
2068,clinton,1439,MA,Ashburnham
2068,trump,1522,MA,Ashburnham
2104,clinton,720,MA,Ashby
2104,trump,974,MA,Ashby
2124,clinton,836,MA,Ashfield
2124,trump,184,MA,Ashfield
1948,clinton,5638,MA,Ashland
1948,trump,2751,MA,Ashland
2019,clinton,2074,MA,Athol
2019,trump,2329,MA,Athol
1860,clinton,10304,MA,Attleboro
1860,trump,8437,MA,Attleboro
1947,clinton,4408,MA,Auburn
1947,trump,3936,MA,Auburn
2088,clinton,1253,MA,Avon
2088,trump,1067,MA,Avon
2043,clinton,2162,MA,Ayer
2043,trump,1498,MA,Ayer
1851,clinton,12862,MA,Barnstable
1851,trump,11142,MA,Barnstable
2080,clinton,1201,MA,Barre
2080,trump,1429,MA,Barre
2129,clinton,568,MA,Becket
2129,trump,367,MA,Becket
1968,clinton,5085,MA,Bedford
1968,trump,2211,MA,Bedford
1966,clinton,4366,MA,Belchertown
1966,trump,3140,MA,Belchertown
1952,clinton,4027,MA,Bellingham
1952,trump,4056,MA,Bellingham
1896,clinton,10233,MA,Belmont
1896,trump,3102,MA,Belmont
2058,clinton,1430,MA,Berkley
2058,trump,1906,MA,Berkley
2101,clinton,1009,MA,Berlin
2101,trump,745,MA,Berlin
2118,clinton,710,MA,Bernardston
2118,trump,382,MA,Bernardston
1858,clinton,13046,MA,Beverly
1858,trump,6878,MA,Beverly
1857,clinton,10016,MA,Billerica
1857,trump,10282,MA,Billerica
2028,clinton,1850,MA,Blackstone
2028,trump,2327,MA,Blackstone
2149,clinton,256,MA,Blandford
2149,trump,404,MA,Blandford
2071,clinton,1891,MA,Bolton
2071,trump,1036,MA,Bolton
1830,clinton,216754,MA,Boston
1830,trump,37756,MA,Boston
1924,clinton,4782,MA,Bourne
1924,trump,5157,MA,Bourne
2078,clinton,1987,MA,Boxborough
2078,trump,755,MA,Boxborough
2015,clinton,2454,MA,Boxford
2015,trump,2194,MA,Boxford
2081,clinton,1422,MA,Boylston
2081,trump,1124,MA,Boylston
1863,clinton,10317,MA,Braintree
1863,trump,8356,MA,Braintree
1987,clinton,3813,MA,Brewster
1987,trump,2370,MA,Brewster
1910,clinton,5670,MA,Bridgewater
1910,trump,6244,MA,Bridgewater
2098,clinton,793,MA,Brimfield
2098,trump,1113,MA,Brimfield
1838,clinton,25075,MA,Brockton
1838,trump,8707,MA,Brockton
2106,clinton,706,MA,Brookfield
2106,trump,933,MA,Brookfield
1847,clinton,23913,MA,Brookline
1847,trump,3137,MA,Brookline
2127,clinton,700,MA,Buckland
2127,trump,230,MA,Buckland
1905,clinton,7551,MA,Burlington
1905,trump,5413,MA,Burlington
1833,clinton,44835,MA,Cambridge
1833,trump,3262,MA,Cambridge
1912,clinton,7161,MA,Canton
1912,trump,4670,MA,Canton
2069,clinton,2302,MA,Carlisle
2069,trump,732,MA,Carlisle
1997,clinton,2507,MA,Carver
1997,trump,3192,MA,Carver
2148,clinton,406,MA,Charlemont
2148,trump,227,MA,Charlemont
1980,clinton,2708,MA,Charlton
1980,trump,3855,MA,Charlton
2031,clinton,2395,MA,Chatham
2031,trump,1796,MA,Chatham
1864,clinton,10529,MA,Chelmsford
1864,trump,7596,MA,Chelmsford
1937,clinton,7395,MA,Chelsea
1937,trump,1558,MA,Chelsea
2105,clinton,978,MA,Cheshire
2105,trump,741,MA,Cheshire
2151,clinton,238,MA,Chester
2151,trump,372,MA,Chester
2147,clinton,397,MA,Chesterfield
2147,trump,267,MA,Chesterfield
1853,clinton,12332,MA,Chicopee
1853,trump,9837,MA,Chicopee
2145,clinton,617,MA,Chilmark
2145,trump,94,MA,Chilmark
2139,clinton,510,MA,Clarksburg
2139,trump,327,MA,Clarksburg
1982,clinton,3707,MA,Clinton
1982,trump,2715,MA,Clinton
2023,clinton,2881,MA,Cohasset
2023,trump,1621,MA,Cohasset
2136,clinton,513,MA,Colrain
2136,trump,257,MA,Colrain
1923,clinton,8246,MA,Concord
1923,trump,1948,MA,Concord
2119,clinton,865,MA,Conway
2119,trump,249,MA,Conway
2156,clinton,334,MA,Cummington
2156,trump,156,MA,Cummington
2064,clinton,2185,MA,Dalton
2064,trump,939,MA,Dalton
1890,clinton,7681,MA,Danvers
1890,trump,6464,MA,Danvers
1880,clinton,8511,MA,Dartmouth
1880,trump,6705,MA,Dartmouth
1899,clinton,8550,MA,Dedham
1899,trump,4765,MA,Dedham
2077,clinton,1942,MA,Deerfield
2077,trump,767,MA,Deerfield
1941,clinton,4887,MA,Dennis
1941,trump,3751,MA,Dennis
2045,clinton,1602,MA,Dighton
2045,trump,2149,MA,Dighton
2021,clinton,1780,MA,Douglas
2021,trump,2685,MA,Douglas
2060,clinton,2059,MA,Dover
2060,trump,1137,MA,Dover
1883,clinton,6626,MA,Dracut
1883,trump,8319,MA,Dracut
2010,clinton,2109,MA,Dudley
2010,trump,2865,MA,Dudley
2100,clinton,954,MA,Dunstable
2100,trump,837,MA,Dunstable
1935,clinton,5012,MA,Duxbury
1935,trump,3837,MA,Duxbury
1969,clinton,3157,MA,East Bridgewater
1969,trump,4064,MA,East Bridgewater
2122,clinton,414,MA,East Brookfield
2122,trump,661,MA,East Brookfield
1942,clinton,4086,MA,East Longmeadow
1942,trump,4440,MA,East Longmeadow
2055,clinton,2202,MA,Eastham
2055,trump,1198,MA,Eastham
1933,clinton,6210,MA,Easthampton
1933,trump,2954,MA,Easthampton
1918,clinton,5845,MA,Easton
1918,trump,5190,MA,Easton
2082,clinton,1786,MA,Edgartown
2082,trump,779,MA,Edgartown
2141,clinton,621,MA,Egremont
2141,trump,147,MA,Egremont
2144,clinton,389,MA,Erving
2144,trump,289,MA,Erving
2094,clinton,1268,MA,Essex
2094,trump,757,MA,Essex
1903,clinton,9439,MA,Everett
1903,trump,3932,MA,Everett
1956,clinton,4259,MA,Fairhaven
1956,trump,3824,MA,Fairhaven
1842,clinton,17272,MA,Fall River
1842,trump,10792,MA,Fall River
1867,clinton,11107,MA,Falmouth
1867,trump,7055,MA,Falmouth
1889,clinton,8491,MA,Fitchburg
1889,trump,5545,MA,Fitchburg
2166,clinton,190,MA,Florida
2166,trump,170,MA,Florida
1930,clinton,5094,MA,Foxborough
1930,trump,4157,MA,Foxborough
1844,clinton,20277,MA,Framingham
1844,trump,7031,MA,Framingham
1876,clinton,9465,MA,Franklin
1876,trump,6990,MA,Franklin
2017,clinton,2018,MA,Freetown
2017,trump,2641,MA,Freetown
1958,clinton,4163,MA,Gardner
1958,trump,3528,MA,Gardner
2016,clinton,2314,MA,Georgetown
2016,trump,2260,MA,Georgetown
2134,clinton,579,MA,Gill
2134,trump,259,MA,Gill
1882,clinton,9714,MA,Gloucester
1882,trump,5345,MA,Gloucester
2152,clinton,364,MA,Goshen
2152,trump,213,MA,Goshen
2179,clinton,36,MA,Gosnold
2179,trump,27,MA,Gosnold
1932,clinton,5333,MA,Grafton
1932,trump,3872,MA,Grafton
2057,clinton,1620,MA,Granby
2057,trump,1684,MA,Granby
2133,clinton,335,MA,Granville
2133,trump,548,MA,Granville
2054,clinton,2877,MA,Great Barrington
2054,trump,580,MA,Great Barrington
1962,clinton,5546,MA,Greenfield
1962,trump,2094,MA,Greenfield
