id,candidate,votes,state,county
4289,Obama,376,KS,Phillips
8877,Romney,2116,KS,Phillips
4290,Obama,2291,KS,Pottawatomie
8878,Romney,6692,KS,Pottawatomie
4291,Obama,974,KS,Pratt
8879,Romney,2730,KS,Pratt
4292,Obama,184,KS,Rawlins
8880,Romney,1207,KS,Rawlins
4293,Obama,7888,KS,Reno
8881,Romney,15398,KS,Reno
4294,Obama,470,KS,Republic
8882,Romney,2098,KS,Republic
4295,Obama,899,KS,Rice
8883,Romney,2631,KS,Rice
4296,Obama,8587,KS,Riley
8884,Romney,11157,KS,Riley
4297,Obama,398,KS,Rooks
8885,Romney,2159,KS,Rooks
4298,Obama,361,KS,Rush
8886,Romney,1151,KS,Rush
4299,Obama,584,KS,Russell
8887,Romney,2505,KS,Russell
4300,Obama,6910,KS,Saline
8888,Romney,13697,KS,Saline
4301,Obama,271,KS,Scott
8889,Romney,1702,KS,Scott
4302,Obama,69373,KS,Sedgwick
8890,Romney,104411,KS,Sedgwick
4303,Obama,1393,KS,Seward
8891,Romney,3495,KS,Seward
4304,Obama,35959,KS,Shawnee
8892,Romney,37226,KS,Shawnee
4305,Obama,165,KS,Sheridan
8893,Romney,1136,KS,Sheridan
4306,Obama,575,KS,Sherman
8894,Romney,1967,KS,Sherman
4307,Obama,345,KS,Smith
8895,Romney,1598,KS,Smith
4308,Obama,403,KS,Stafford
8896,Romney,1382,KS,Stafford
4309,Obama,135,KS,Stanton
8897,Romney,571,KS,Stanton
4310,Obama,241,KS,Stevens
8898,Romney,1724,KS,Stevens
4311,Obama,2617,KS,Sumner
8899,Romney,6162,KS,Sumner
4312,Obama,576,KS,Thomas
8900,Romney,2729,KS,Thomas
4313,Obama,289,KS,Trego
8901,Romney,1230,KS,Trego
4314,Obama,908,KS,Wabaunsee
8902,Romney,2230,KS,Wabaunsee
4315,Obama,68,KS,Wallace
8903,Romney,702,KS,Wallace
4316,Obama,515,KS,Washington
8904,Romney,2300,KS,Washington
4317,Obama,157,KS,Wichita
8905,Romney,821,KS,Wichita
4318,Obama,813,KS,Wilson
8906,Romney,2812,KS,Wilson
4319,Obama,377,KS,Woodson
8907,Romney,1030,KS,Woodson
4320,Obama,33265,KS,Wyandotte
8908,Romney,15273,KS,Wyandotte
4321,Obama,1660,KY,Adair
8909,Romney,5841,KY,Adair
4322,Obama,1808,KY,Allen
8910,Romney,5184,KY,Allen
4323,Obama,3315,KY,Anderson
8911,Romney,6822,KY,Anderson
4324,Obama,1189,KY,Ballard
8912,Romney,2647,KY,Ballard
4325,Obama,5400,KY,Barren
8913,Romney,10922,KY,Barren
4326,Obama,1770,KY,Bath
8914,Romney,2275,KY,Bath
4327,Obama,2224,KY,Bell
8915,Romney,7127,KY,Bell
4328,Obama,15628,KY,Boone
8916,Romney,35920,KY,Boone
4329,Obama,3075,KY,Bourbon
8917,Romney,4692,KY,Bourbon
4330,Obama,7776,KY,Boyd
8918,Romney,10883,KY,Boyd
4331,Obama,4471,KY,Boyle
8919,Romney,7703,KY,Boyle
4332,Obama,1147,KY,Bracken
8920,Romney,2029,KY,Bracken
4333,Obama,1562,KY,Breathitt
8921,Romney,3318,KY,Breathitt
4334,Obama,2825,KY,Breckinridge
8922,Romney,5025,KY,Breckinridge
4335,Obama,9971,KY,Bullitt
8923,Romney,21306,KY,Bullitt
4336,Obama,1293,KY,Butler
8924,Romney,3716,KY,Butler
4337,Obama,1852,KY,Caldwell
8925,Romney,3904,KY,Caldwell
4338,Obama,5314,KY,Calloway
8926,Romney,9438,KY,Calloway
4339,Obama,15080,KY,Campbell
8927,Romney,24240,KY,Campbell
4340,Obama,750,KY,Carlisle
8928,Romney,1835,KY,Carlisle
4341,Obama,1629,KY,Carroll
8929,Romney,1999,KY,Carroll
4342,Obama,3383,KY,Carter
8930,Romney,5279,KY,Carter
4343,Obama,1086,KY,Casey
8931,Romney,4904,KY,Casey
4344,Obama,8252,KY,Christian
8932,Romney,13475,KY,Christian
4345,Obama,5228,KY,Clark
8933,Romney,9931,KY,Clark
4346,Obama,1111,KY,Clay
8934,Romney,6176,KY,Clay
4347,Obama,752,KY,Clinton
8935,Romney,3569,KY,Clinton
4348,Obama,960,KY,Crittenden
8936,Romney,2839,KY,Crittenden
4349,Obama,599,KY,Cumberland
8937,Romney,2216,KY,Cumberland
4350,Obama,16208,KY,Daviess
8938,Romney,25092,KY,Daviess
4351,Obama,1374,KY,Edmonson
8939,Romney,3232,KY,Edmonson
4352,Obama,1186,KY,Elliott
8940,Romney,1126,KY,Elliott
4353,Obama,1356,KY,Estill
8941,Romney,3749,KY,Estill
4354,Obama,62078,KY,Fayette
8942,Romney,60793,KY,Fayette
4355,Obama,1911,KY,Fleming
8943,Romney,3780,KY,Fleming
4356,Obama,4733,KY,Floyd
8944,Romney,9784,KY,Floyd
4357,Obama,11535,KY,Franklin
8945,Romney,11345,KY,Franklin
4358,Obama,1022,KY,Fulton
8946,Romney,1425,KY,Fulton
4359,Obama,1238,KY,Gallatin
8947,Romney,1758,KY,Gallatin
4360,Obama,1661,KY,Garrard
8948,Romney,5310,KY,Garrard
4361,Obama,2810,KY,Grant
8949,Romney,5664,KY,Grant
4362,Obama,4547,KY,Graves
8950,Romney,10699,KY,Graves
4363,Obama,2744,KY,Grayson
8951,Romney,6404,KY,Grayson
4364,Obama,1165,KY,Green
8952,Romney,3634,KY,Green
4365,Obama,6027,KY,Greenup
8953,Romney,8855,KY,Greenup
4366,Obama,1833,KY,Hancock
8954,Romney,2212,KY,Hancock
4367,Obama,15214,KY,Hardin
8955,Romney,23357,KY,Hardin
4368,Obama,1830,KY,Harlan
8956,Romney,8653,KY,Harlan
4369,Obama,2471,KY,Harrison
8957,Romney,4556,KY,Harrison
4370,Obama,2283,KY,Hart
8958,Romney,4256,KY,Hart
4371,Obama,8091,KY,Henderson
8959,Romney,10296,KY,Henderson
4372,Obama,2529,KY,Henry
8960,Romney,3940,KY,Henry
4373,Obama,686,KY,Hickman
8961,Romney,1431,KY,Hickman
4374,Obama,5789,KY,Hopkins
8962,Romney,13681,KY,Hopkins
4375,Obama,612,KY,Jackson
8963,Romney,4365,KY,Jackson
4376,Obama,186164,KY,Jefferson
8964,Romney,148415,KY,Jefferson
4377,Obama,6001,KY,Jessamine
8965,Romney,14232,KY,Jessamine
4378,Obama,1723,KY,Johnson
8966,Romney,7095,KY,Johnson
4379,Obama,24917,KY,Kenton
8967,Romney,41387,KY,Kenton
4380,Obama,1420,KY,Knott
8968,Romney,4130,KY,Knott
4381,Obama,2484,KY,Knox
8969,Romney,8467,KY,Knox
4382,Obama,1733,KY,LaRue
8970,Romney,3911,KY,LaRue
4383,Obama,3905,KY,Laurel
8971,Romney,18151,KY,Laurel
4384,Obama,1520,KY,Lawrence
8972,Romney,3995,KY,Lawrence
4385,Obama,595,KY,Lee
8973,Romney,1977,KY,Lee
4386,Obama,433,KY,Leslie
8974,Romney,4439,KY,Leslie
4387,Obama,1702,KY,Letcher
8975,Romney,6811,KY,Letcher
4388,Obama,1342,KY,Lewis
8976,Romney,3326,KY,Lewis
4389,Obama,2582,KY,Lincoln
8977,Romney,6416,KY,Lincoln
4390,Obama,1346,KY,Livingston
8978,Romney,3089,KY,Livingston
4391,Obama,3469,KY,Logan
8979,Romney,6899,KY,Logan
4392,Obama,1373,KY,Lyon
8980,Romney,2412,KY,Lyon
4396,Obama,11512,KY,Madison
8984,Romney,21128,KY,Madison
4397,Obama,1433,KY,Magoffin
8985,Romney,3391,KY,Magoffin
4398,Obama,3418,KY,Marion
8986,Romney,3800,KY,Marion
4399,Obama,5022,KY,Marshall
8987,Romney,10402,KY,Marshall
4400,Obama,574,KY,Martin
8988,Romney,3180,KY,Martin
4401,Obama,2592,KY,Mason
8989,Romney,4197,KY,Mason
4393,Obama,10062,KY,McCracken
8981,Romney,19979,KY,McCracken
4394,Obama,1069,KY,McCreary
8982,Romney,4564,KY,McCreary
4395,Obama,1432,KY,McLean
8983,Romney,2705,KY,McLean
4402,Obama,4122,KY,Meade
8990,Romney,6606,KY,Meade
4403,Obama,1048,KY,Menifee
8991,Romney,1484,KY,Menifee
4404,Obama,2966,KY,Mercer
8992,Romney,6820,KY,Mercer
4405,Obama,1425,KY,Metcalfe
8993,Romney,2676,KY,Metcalfe
4406,Obama,936,KY,Monroe
8994,Romney,3762,KY,Monroe
4407,Obama,3701,KY,Montgomery
8995,Romney,6398,KY,Montgomery
4408,Obama,1369,KY,Morgan
8996,Romney,3021,KY,Morgan
4409,Obama,4771,KY,Muhlenberg
8997,Romney,7762,KY,Muhlenberg
4410,Obama,7611,KY,Nelson
8998,Romney,10673,KY,Nelson
4411,Obama,948,KY,Nicholas
8999,Romney,1583,KY,Nicholas
4412,Obama,2987,KY,Ohio
9000,Romney,6470,KY,Ohio
4413,Obama,9240,KY,Oldham
9001,Romney,20179,KY,Oldham
4414,Obama,1501,KY,Owen
9002,Romney,2971,KY,Owen
4415,Obama,283,KY,Owsley
9003,Romney,1279,KY,Owsley
4416,Obama,1859,KY,Pendleton
9004,Romney,3556,KY,Pendleton
4417,Obama,2047,KY,Perry
9005,Romney,8040,KY,Perry
4418,Obama,5645,KY,Pike
9006,Romney,17589,KY,Pike
4419,Obama,1620,KY,Powell
9007,Romney,2726,KY,Powell
4420,Obama,4976,KY,Pulaski
9008,Romney,20714,KY,Pulaski
4421,Obama,340,KY,Robertson
9009,Romney,579,KY,Robertson
4422,Obama,1097,KY,Rockcastle
9010,Romney,5028,KY,Rockcastle
4423,Obama,3438,KY,Rowan
9011,Romney,4035,KY,Rowan
4424,Obama,1445,KY,Russell
9012,Romney,6346,KY,Russell
4425,Obama,7532,KY,Scott
9013,Romney,12679,KY,Scott
4426,Obama,6634,KY,Shelby
9014,Romney,11790,KY,Shelby
4427,Obama,2650,KY,Simpson
9015,Romney,4355,KY,Simpson
4428,Obama,2549,KY,Spencer
9016,Romney,5726,KY,Spencer
4429,Obama,3284,KY,Taylor
9017,Romney,7551,KY,Taylor
4430,Obama,1403,KY,Todd
9018,Romney,3247,KY,Todd
4431,Obama,2115,KY,Trigg
9019,Romney,4520,KY,Trigg
4432,Obama,1355,KY,Trimble
9020,Romney,2133,KY,Trimble
4433,Obama,1941,KY,Union
9021,Romney,3952,KY,Union
4434,Obama,16805,KY,Warren
9022,Romney,26384,KY,Warren
4435,Obama,1669,KY,Washington
9023,Romney,3495,KY,Washington
4436,Obama,1855,KY,Wayne
9024,Romney,5289,KY,Wayne
4437,Obama,1765,KY,Webster
9025,Romney,3607,KY,Webster
4438,Obama,2683,KY,Whitley
9026,Romney,10232,KY,Whitley
4439,Obama,976,KY,Wolfe
9027,Romney,1542,KY,Wolfe
4440,Obama,4883,KY,Woodford
9028,Romney,7218,KY,Woodford
4441,Obama,6559,LA,Acadia
9029,Romney,19931,LA,Acadia
4442,Obama,2616,LA,Allen
9030,Romney,6495,LA,Allen
4443,Obama,16343,LA,Ascension
9031,Romney,33846,LA,Ascension
4444,Obama,4754,LA,Assumption
9032,Romney,6082,LA,Assumption
4445,Obama,6075,LA,Avoyelles
9033,Romney,10667,LA,Avoyelles
4446,Obama,2827,LA,Beauregard
9034,Romney,11111,LA,Beauregard
4447,Obama,3490,LA,Bienville
9035,Romney,3641,LA,Bienville
4448,Obama,12955,LA,Bossier
9036,Romney,34986,LA,Bossier
4449,Obama,57879,LA,Caddo
9037,Romney,52378,LA,Caddo
4450,Obama,28357,LA,Calcasieu
9038,Romney,51844,LA,Calcasieu
4451,Obama,1016,LA,Caldwell
9039,Romney,3640,LA,Caldwell
4452,Obama,408,LA,Cameron
9040,Romney,3260,LA,Cameron
4453,Obama,1408,LA,Catahoula
9041,Romney,2744,LA,Catahoula
4454,Obama,3014,LA,Claiborne
9042,Romney,3649,LA,Claiborne
4455,Obama,3833,LA,Concordia
9043,Romney,5450,LA,Concordia
4456,Obama,5552,LA,DeSoto
9044,Romney,7353,LA,DeSoto
4457,Obama,102460,LA,East Baton Rouge
9045,Romney,92235,LA,East Baton Rouge
4458,Obama,2244,LA,East Carroll
9046,Romney,1122,LA,East Carroll
4459,Obama,4648,LA,East Feliciana
9047,Romney,5397,LA,East Feliciana
4460,Obama,5330,LA,Evangeline
9048,Romney,10176,LA,Evangeline
4461,Obama,2921,LA,Franklin
9049,Romney,6294,LA,Franklin
4462,Obama,1421,LA,Grant
9050,Romney,7082,LA,Grant
4463,Obama,12129,LA,Iberia
9051,Romney,20890,LA,Iberia
4464,Obama,9548,LA,Iberville
9052,Romney,7271,LA,Iberville
4465,Obama,2305,LA,Jackson
9053,Romney,5132,LA,Jackson
3188,Obama,3483,LA,Jeff Davis
7776,Romney,10014,LA,Jeff Davis
4466,Obama,70000,LA,Jefferson
9054,Romney,102325,LA,Jefferson
3189,Obama,31766,LA,Lafayette
7777,Romney,64989,LA,Lafayette
3190,Obama,9543,LA,Lafourche
7778,Romney,28332,LA,Lafourche
3191,Obama,764,LA,LaSalle
7779,Romney,5726,LA,LaSalle
3192,Obama,7947,LA,Lincoln
7780,Romney,10731,LA,Lincoln
3193,Obama,7448,LA,Livingston
7781,Romney,45488,LA,Livingston
3194,Obama,3154,LA,Madison
7782,Romney,2000,LA,Madison
3195,Obama,5887,LA,Morehouse
7783,Romney,6591,LA,Morehouse
3196,Obama,7941,LA,Natchitoches
7784,Romney,9077,LA,Natchitoches
3197,Obama,126199,LA,Orleans
7785,Romney,27967,LA,Orleans
3198,Obama,26629,LA,Ouachita
7786,Romney,40927,LA,Ouachita
3199,Obama,3597,LA,Plaquemines
7787,Romney,6469,LA,Plaquemines
3200,Obama,5436,LA,Pointe Coupee
7788,Romney,6548,LA,Pointe Coupee
3201,Obama,20040,LA,Rapides
7789,Romney,37187,LA,Rapides
3202,Obama,2253,LA,Red River
7790,Romney,2483,LA,Red River
3203,Obama,4074,LA,Richland
7791,Romney,7316,LA,Richland
3204,Obama,2194,LA,Sabine
7792,Romney,7735,LA,Sabine
3205,Obama,5052,LA,St. Bernard
7793,Romney,8497,LA,St. Bernard
3206,Obama,8894,LA,St. Charles
7794,Romney,15936,LA,St. Charles
3207,Obama,4233,LA,St. Helena
7795,Romney,2756,LA,St. Helena
3208,Obama,7055,LA,St. James
7796,Romney,5209,LA,St. James
3209,Obama,13178,LA,St. John the Baptist
7797,Romney,7620,LA,St. John the Baptist
3210,Obama,19668,LA,St. Landry
7798,Romney,21475,LA,St. Landry
3211,Obama,9419,LA,St. Martin
7799,Romney,15653,LA,St. Martin
3212,Obama,9448,LA,St. Mary
7800,Romney,13883,LA,St. Mary
3213,Obama,25723,LA,St. Tammany
7801,Romney,84710,LA,St. Tammany
3214,Obama,17720,LA,Tangipahoa
7802,Romney,31583,LA,Tangipahoa
3215,Obama,1564,LA,Tensas
7803,Romney,1230,LA,Tensas
3216,Obama,12071,LA,Terrebonne
7804,Romney,29500,LA,Terrebonne
3217,Obama,3075,LA,Union
7805,Romney,7561,LA,Union
3218,Obama,5718,LA,Vermilion
7806,Romney,18909,LA,Vermilion
3219,Obama,3173,LA,Vernon
7807,Romney,12146,LA,Vernon
3220,Obama,6351,LA,Washington
7808,Romney,11470,LA,Washington
3221,Obama,6802,LA,Webster
7809,Romney,11397,LA,Webster
3222,Obama,5692,LA,West Baton Rouge
7810,Romney,6920,LA,West Baton Rouge
3223,Obama,853,LA,West Carroll
7811,Romney,3628,LA,West Carroll
3224,Obama,2441,LA,West Feliciana
7812,Romney,3257,LA,West Feliciana
3225,Obama,1919,LA,Winn
7813,Romney,4539,LA,Winn
3226,Obama,4104,MA,Abington
7814,Romney,4051,MA,Abington
3227,Obama,7779,MA,Acton
7815,Romney,3851,MA,Acton
3228,Obama,3021,MA,Acushnet
7816,Romney,2183,MA,Acushnet
3229,Obama,3010,MA,Adams
7817,Romney,818,MA,Adams
3230,Obama,7288,MA,Agawam
7818,Romney,6870,MA,Agawam
3231,Obama,233,MA,Alford
7819,Romney,64,MA,Alford
3232,Obama,4817,MA,Amesbury
7820,Romney,3446,MA,Amesbury
3233,Obama,12316,MA,Amherst
7821,Romney,1872,MA,Amherst
3234,Obama,9287,MA,Andover
7822,Romney,9053,MA,Andover
3235,Obama,251,MA,Aquinnah
7823,Romney,38,MA,Aquinnah
3236,Obama,18580,MA,Arlington
7824,Romney,6659,MA,Arlington
3237,Obama,1621,MA,Ashburnham
7825,Romney,1529,MA,Ashburnham
3238,Obama,827,MA,Ashby
7826,Romney,961,MA,Ashby
3239,Obama,892,MA,Ashfield
7827,Romney,187,MA,Ashfield
3240,Obama,4954,MA,Ashland
7828,Romney,3407,MA,Ashland
3241,Obama,2525,MA,Athol
7829,Romney,2070,MA,Athol
3242,Obama,10369,MA,Attleboro
7830,Romney,8406,MA,Attleboro
3243,Obama,4495,MA,Auburn
7831,Romney,4116,MA,Auburn
3244,Obama,1221,MA,Avon
7832,Romney,1131,MA,Avon
3245,Obama,2023,MA,Ayer
7833,Romney,1557,MA,Ayer
3246,Obama,12842,MA,Barnstable
7834,Romney,12290,MA,Barnstable
3247,Obama,1343,MA,Barre
7835,Romney,1279,MA,Barre
3248,Obama,684,MA,Becket
7836,Romney,259,MA,Becket
3249,Obama,4436,MA,Bedford
7837,Romney,3046,MA,Bedford
3250,Obama,4542,MA,Belchertown
7838,Romney,2886,MA,Belchertown
3251,Obama,4256,MA,Bellingham
7839,Romney,1119,MA,Bellingham
3252,Obama,9108,MA,Belmont
7840,Romney,4728,MA,Belmont
3253,Obama,1569,MA,Berkley
7841,Romney,1686,MA,Berkley
3254,Obama,917,MA,Berlin
7842,Romney,830,MA,Berlin
3255,Obama,809,MA,Bernardston
7843,Romney,329,MA,Bernardston
3256,Obama,12075,MA,Beverly
7844,Romney,8304,MA,Beverly
3257,Obama,9774,MA,Billerica
7845,Romney,9925,MA,Billerica
3258,Obama,2221,MA,Blackstone
7846,Romney,2027,MA,Blackstone
3259,Obama,300,MA,Blandford
7847,Romney,348,MA,Blandford
3260,Obama,1537,MA,Bolton
7848,Romney,1457,MA,Bolton
3261,Obama,196096,MA,Boston
7849,Romney,48227,MA,Boston
3262,Obama,4719,MA,Bourne
7850,Romney,5252,MA,Bourne
3263,Obama,1737,MA,Boxborough
7851,Romney,1134,MA,Boxborough
3264,Obama,2049,MA,Boxford
7852,Romney,3032,MA,Boxford
3265,Obama,1284,MA,Boylston
7853,Romney,1341,MA,Boylston
3266,Obama,10015,MA,Braintree
7854,Romney,9217,MA,Braintree
3267,Obama,3669,MA,Brewster
7855,Romney,2748,MA,Brewster
3268,Obama,5774,MA,Bridgewater
7856,Romney,6089,MA,Bridgewater
3269,Obama,897,MA,Brimfield
7857,Romney,1094,MA,Brimfield
3270,Obama,25140,MA,Brockton
7858,Romney,8668,MA,Brockton
3271,Obama,822,MA,Brookfield
7859,Romney,853,MA,Brookfield
3272,Obama,21761,MA,Brookline
7860,Romney,5717,MA,Brookline
3273,Obama,750,MA,Buckland
7861,Romney,252,MA,Buckland
3274,Obama,6971,MA,Burlington
7862,Romney,6187,MA,Burlington
3275,Obama,41991,MA,Cambridge
7863,Romney,5340,MA,Cambridge
3276,Obama,6430,MA,Canton
7864,Romney,5752,MA,Canton
3277,Obama,1959,MA,Carlisle
7865,Romney,1318,MA,Carlisle
3278,Obama,2870,MA,Carver
7866,Romney,3107,MA,Carver
3279,Obama,456,MA,Charlemont
7867,Romney,166,MA,Charlemont
3280,Obama,2910,MA,Charlton
7868,Romney,3660,MA,Charlton
3281,Obama,2287,MA,Chatham
7869,Romney,2278,MA,Chatham
3282,Obama,9606,MA,Chelmsford
7870,Romney,9534,MA,Chelmsford
3283,Obama,6760,MA,Chelsea
7871,Romney,1510,MA,Chelsea
3284,Obama,1216,MA,Cheshire
7872,Romney,493,MA,Cheshire
3285,Obama,331,MA,Chester
7873,Romney,305,MA,Chester
3286,Obama,455,MA,Chesterfield
7874,Romney,228,MA,Chesterfield
3287,Obama,14292,MA,Chicopee
7875,Romney,8237,MA,Chicopee
3288,Obama,585,MA,Chilmark
7876,Romney,127,MA,Chilmark
3289,Obama,613,MA,Clarksburg
7877,Romney,232,MA,Clarksburg
3290,Obama,3492,MA,Clinton
7878,Romney,2451,MA,Clinton
3291,Obama,2226,MA,Cohasset
7879,Romney,2595,MA,Cohasset
3292,Obama,618,MA,Colrain
7880,Romney,232,MA,Colrain
3293,Obama,7282,MA,Concord
7881,Romney,3509,MA,Concord
3294,Obama,926,MA,Conway
7882,Romney,288,MA,Conway
3295,Obama,368,MA,Cummington
7883,Romney,139,MA,Cummington
3296,Obama,2433,MA,Dalton
7884,Romney,888,MA,Dalton
3297,Obama,7344,MA,Danvers
7885,Romney,6984,MA,Danvers
3298,Obama,9817,MA,Dartmouth
7886,Romney,5964,MA,Dartmouth
3299,Obama,7718,MA,Dedham
7887,Romney,5719,MA,Dedham
3300,Obama,2103,MA,Deerfield
7888,Romney,839,MA,Deerfield
3301,Obama,4892,MA,Dennis
7889,Romney,4244,MA,Dennis
3302,Obama,1743,MA,Dighton
7890,Romney,1842,MA,Dighton
3303,Obama,1894,MA,Douglas
7891,Romney,2542,MA,Douglas
3304,Obama,1531,MA,Dover
7892,Romney,2004,MA,Dover
3305,Obama,6925,MA,Dracut
7893,Romney,8026,MA,Dracut
3306,Obama,2466,MA,Dudley
7894,Romney,2544,MA,Dudley
3307,Obama,819,MA,Dunstable
7895,Romney,1034,MA,Dunstable
3308,Obama,4244,MA,Duxbury
7896,Romney,5325,MA,Duxbury
3309,Obama,3340,MA,East Bridgewater
7897,Romney,3867,MA,East Bridgewater
3310,Obama,469,MA,East Brookfield
7898,Romney,662,MA,East Brookfield
3313,Obama,4085,MA,East Longmeadow
7901,Romney,4523,MA,East Longmeadow
3311,Obama,2187,MA,Eastham
7899,Romney,1446,MA,Eastham
3312,Obama,6281,MA,Easthampton
7900,Romney,2463,MA,Easthampton
3314,Obama,5690,MA,Easton
7902,Romney,6162,MA,Easton
3315,Obama,1699,MA,Edgartown
7903,Romney,827,MA,Edgartown
3316,Obama,676,MA,Egremont
7904,Romney,151,MA,Egremont
3317,Obama,557,MA,Erving
7905,Romney,200,MA,Erving
3318,Obama,1154,MA,Essex
7906,Romney,962,MA,Essex
3319,Obama,9392,MA,Everett
7907,Romney,3582,MA,Everett
3320,Obama,5019,MA,Fairhaven
7908,Romney,3082,MA,Fairhaven
3321,Obama,21724,MA,Fall River
7909,Romney,7323,MA,Fall River
3322,Obama,11013,MA,Falmouth
7910,Romney,8130,MA,Falmouth
3323,Obama,8504,MA,Fitchburg
7911,Romney,5574,MA,Fitchburg
3324,Obama,254,MA,Florida
7912,Romney,127,MA,Florida
3325,Obama,4745,MA,Foxborough
7913,Romney,4798,MA,Foxborough
3326,Obama,18340,MA,Framingham
7914,Romney,8938,MA,Framingham
3327,Obama,8589,MA,Franklin
7915,Romney,8549,MA,Franklin
3328,Obama,2301,MA,Freetown
7916,Romney,2241,MA,Freetown
3329,Obama,4687,MA,Gardner
7917,Romney,3323,MA,Gardner
3330,Obama,2272,MA,Georgetown
7918,Romney,2577,MA,Georgetown
3331,Obama,646,MA,Gill
7919,Romney,212,MA,Gill
3332,Obama,9680,MA,Gloucester
7920,Romney,5511,MA,Gloucester
3333,Obama,395,MA,Goshen
7921,Romney,198,MA,Goshen
3334,Obama,49,MA,Gosnold
7922,Romney,36,MA,Gosnold
3335,Obama,4853,MA,Grafton
7923,Romney,4427,MA,Grafton
3336,Obama,1862,MA,Granby
7924,Romney,1570,MA,Granby
3337,Obama,374,MA,Granville
7925,Romney,502,MA,Granville
3338,Obama,2916,MA,Great Barrington
7926,Romney,595,MA,Great Barrington
3339,Obama,6175,MA,Greenfield
7927,Romney,1891,MA,Greenfield
3340,Obama,3201,MA,Groton
7928,Romney,2806,MA,Groton
3341,Obama,1824,MA,Groveland
7929,Romney,2080,MA,Groveland
3342,Obama,2119,MA,Hadley
7930,Romney,886,MA,Hadley
3343,Obama,997,MA,Halifax
7931,Romney,2065,MA,Halifax
3344,Obama,2163,MA,Hamilton
7932,Romney,2204,MA,Hamilton
3345,Obama,1286,MA,Hampden
7933,Romney,1569,MA,Hampden
3346,Obama,228,MA,Hancock
7934,Romney,142,MA,Hancock
3347,Obama,3342,MA,Hanover
7935,Romney,4910,MA,Hanover
3348,Obama,2512,MA,Hanson
7936,Romney,2999,MA,Hanson
3349,Obama,710,MA,Hardwick
7937,Romney,559,MA,Hardwick
3350,Obama,2166,MA,Harvard
7938,Romney,1362,MA,Harvard
3351,Obama,4376,MA,Harwich
7939,Romney,3607,MA,Harwich
3352,Obama,1362,MA,Hatfield
7940,Romney,638,MA,Hatfield
3353,Obama,15342,MA,Haverhill
7941,Romney,11758,MA,Haverhill
3354,Obama,126,MA,Hawley
7942,Romney,65,MA,Hawley
3355,Obama,292,MA,Heath
7943,Romney,124,MA,Heath
3356,Obama,6750,MA,Hingham
7944,Romney,7231,MA,Hingham
3357,Obama,728,MA,Hinsdale
7945,Romney,297,MA,Hinsdale
3358,Obama,3024,MA,Holbrook
7946,Romney,2402,MA,Holbrook
3359,Obama,5055,MA,Holden
7947,Romney,5294,MA,Holden
3360,Obama,593,MA,Holland
7948,Romney,690,MA,Holland
3361,Obama,4621,MA,Holliston
7949,Romney,3502,MA,Holliston
3362,Obama,12492,MA,Holyoke
7950,Romney,3639,MA,Holyoke
3363,Obama,1698,MA,Hopedale
7951,Romney,1527,MA,Hopedale
3364,Obama,4197,MA,Hopkinton
7952,Romney,4334,MA,Hopkinton
3365,Obama,1160,MA,Hubbardston
7953,Romney,1381,MA,Hubbardston
3366,Obama,5642,MA,Hudson
7954,Romney,4183,MA,Hudson
3367,Obama,3576,MA,Hull
7955,Romney,2417,MA,Hull
3368,Obama,554,MA,Huntington
7956,Romney,479,MA,Huntington
3369,Obama,4417,MA,Ipswich
7957,Romney,3742,MA,Ipswich
3370,Obama,3176,MA,Kingston
7958,Romney,3724,MA,Kingston
3371,Obama,2411,MA,Lakeville
7959,Romney,3301,MA,Lakeville
3372,Obama,1724,MA,Lancaster
7960,Romney,1914,MA,Lancaster
3373,Obama,1144,MA,Lanesborough
7961,Romney,430,MA,Lanesborough
3374,Obama,18240,MA,Lawrence
7962,Romney,3459,MA,Lawrence
3375,Obama,2150,MA,Lee
7963,Romney,713,MA,Lee
3376,Obama,2744,MA,Leicester
7964,Romney,2667,MA,Leicester
3377,Obama,2318,MA,Lenox
7965,Romney,675,MA,Lenox
3378,Obama,9769,MA,Leominster
7966,Romney,8540,MA,Leominster
3379,Obama,987,MA,Leverett
7967,Romney,183,MA,Leverett
3380,Obama,12675,MA,Lexington
7968,Romney,5287,MA,Lexington
3381,Obama,339,MA,Leyden
7969,Romney,115,MA,Leyden
3382,Obama,2558,MA,Lincoln
7970,Romney,1055,MA,Lincoln
3383,Obama,2915,MA,Littleton
7971,Romney,2357,MA,Littleton
3384,Obama,4851,MA,Longmeadow
7972,Romney,3662,MA,Longmeadow
3385,Obama,22597,MA,Lowell
7973,Romney,10586,MA,Lowell
3386,Obama,5233,MA,Ludlow
7974,Romney,4295,MA,Ludlow
3387,Obama,2748,MA,Lunenburg
7975,Romney,3038,MA,Lunenburg
3388,Obama,22965,MA,Lynn
7976,Romney,8463,MA,Lynn
3389,Obama,2773,MA,Lynnfield
7977,Romney,4419,MA,Lynnfield
3390,Obama,14940,MA,Malden
7978,Romney,5714,MA,Malden
3391,Obama,1886,MA,Manchester
7979,Romney,1539,MA,Manchester
3392,Obama,5910,MA,Mansfield
7980,Romney,5855,MA,Mansfield
3393,Obama,6824,MA,Marblehead
7981,Romney,5422,MA,Marblehead
3394,Obama,1725,MA,Marion
7982,Romney,1456,MA,Marion
3395,Obama,9576,MA,Marlborough
7983,Romney,6867,MA,Marlborough
3396,Obama,7041,MA,Marshfield
